metric_sk,sugg_key,sugg_name,salesforce_id,suggestion_type,frequency,FRAGMENT_ID,FRAGMENT_ORDER,Insight_type,theme_name
e8761a2724264b0e9eed0400e16f4e7e,CLM_CONTENT_VAE,CLM_CONTENT_VAE,LLY3_CMRCL_ITQW,Send a VAE,Weekly,,,,Customer_Engagement_Journey
1197a4167def484091cb7639899c1708,CEI_1_V,CEI_1_V,LLY3_CMRCL_ESCG,Schedule a Call,Weekly,,,PRIVATE,Arrest_Customer_Engagement_Incline_Decline
2c05d28bbbd24d20b04e8b6a5953f0f6,CEI_1_CVE,CEI_1_CVE,LLY3_CMRCL_ESCG,Schedule a Call,Weekly,,,PRIVATE,Arrest_Customer_Engagement_Incline_Decline
37c15a70fff24df4b5fcd82eec0c14a0,CEI_1_C,CEI_1_C,LLY3_CMRCL_ESCG,Schedule a Call,Weekly,,,PRIVATE,Arrest_Customer_Engagement_Incline_Decline
66325e13a9ff4be8a67a27bdb3645691,Rep_and_digital_1,Rep_and_digital_1,LLY3_CMRCL_ESCG,Send a VAE,Weekly,,,,Rep_and_Digital_Channel_Harmonization_based
9d392069016f40289e8b93f7cf77a99b,CEI_1_VE,CEI_1_VE,LLY3_CMRCL_ESCG,Schedule a Call,Weekly,,,PRIVATE,Arrest_Customer_Engagement_Incline_Decline
a47d7b2e28ca460eaca0cccbbacfe0b1,Rep_and_digital_2,Rep_and_digital_2,LLY3_CMRCL_ESCG,Send a VAE,Weekly,,,,Rep_and_Digital_Channel_Harmonization_based
a5076cfcb63d4d85b1411d86f6a1a1dd,CEI_1_E,CEI_1_E,LLY3_CMRCL_ESCG,Schedule a Call,Weekly,,,PRIVATE,Arrest_Customer_Engagement_Incline_Decline
a8f50540b6314a8ead2b769ff56219ed,CEI_1_CV,CEI_1_CV,LLY3_CMRCL_ESCG,Schedule a Call,Weekly,,,PRIVATE,Arrest_Customer_Engagement_Incline_Decline
bff7aa319ae2478d8c7c50e809d67422,CEI_1_CE,CEI_1_CE,LLY3_CMRCL_ESCG,Schedule a Call,Weekly,,,PRIVATE,Arrest_Customer_Engagement_Incline_Decline
e8761a2724264b0e9eed0400e16f4e7e,CLM_CONTENT_VAE,CLM_CONTENT_VAE,LLY3_CMRCL_ESCG,Send a VAE,Weekly,,,,Customer_Engagement_Journey
012dca83312345129a1906489d5a3c32,CEJ_LP_ENGAGE_INSIGHT,CEJ_LP_ENGAGE_INSIGHT,LLY3_CMRCL_ESCQ,Insight,Weekly,,,PRIVATE,Customer_Engagement_Journey
e8761a2724264b0e9eed0400e16f4e7e,CLM_CONTENT_VAE,CLM_CONTENT_VAE,LLY3_CMRCL_ESCQ,Send a VAE,Weekly,,,,Customer_Engagement_Journey
ecc71be7328949dda3c48e9abba2c277,CEJ_LP_ENGAGE_CALL,CEJ_LP_ENGAGE_CALL,LLY3_CMRCL_ESCQ,Schedule a Call,Weekly,,,,Customer_Engagement_Journey
012dca83312345129a1906489d5a3c32,CEJ_LP_ENGAGE_INSIGHT,CEJ_LP_ENGAGE_INSIGHT,LLY3_CMRCL_ITAM,Insight,Weekly,,,PRIVATE,Customer_Engagement_Journey
e8761a2724264b0e9eed0400e16f4e7e,CLM_CONTENT_VAE,CLM_CONTENT_VAE,LLY3_CMRCL_ITAM,Send a VAE,Weekly,,,,Customer_Engagement_Journey
ecc71be7328949dda3c48e9abba2c277,CEJ_LP_ENGAGE_CALL,CEJ_LP_ENGAGE_CALL,LLY3_CMRCL_ITAM,Schedule a Call,Weekly,,,,Customer_Engagement_Journey
4067279049164878a1e6f8697d4b288f,CALL_AWARENESS_1a,CALL_AWARENESS_1a,LLY3_CMRCL_DEAL,Pinned Insight,Weekly,,,PRIVATE,Business_Rule_Based_Call_Awareness
1bfcb578c400455fbc08d53c3d943f8d,CALL_AWARENESS_1b,CALL_AWARENESS_1b,LLY3_CMRCL_DEAL,Pinned Insight,Weekly,,,PRIVATE,Business_Rule_Based_Call_Awareness
29ea441771ca47648d48d34992ac63d5,CSO_CALL_AWARENESS,CSO_CALL_AWARENESS,LLY3_CMRCL_DEAL,Pinned Insight,Weekly,,,PRIVATE,Business_Rule_Based_Call_Awareness
4067279049164878a1e6f8697d4b288f,CALL_AWARENESS_1a,CALL_AWARENESS_1a,LLY3_CMRCL_DEDV,Pinned Insight,Weekly,,,PRIVATE,Business_Rule_Based_Call_Awareness
1bfcb578c400455fbc08d53c3d943f8d,CALL_AWARENESS_1b,CALL_AWARENESS_1b,LLY3_CMRCL_DEDV,Pinned Insight,Weekly,,,PRIVATE,Business_Rule_Based_Call_Awareness
29ea441771ca47648d48d34992ac63d5,CSO_CALL_AWARENESS,CSO_CALL_AWARENESS,LLY3_CMRCL_DEDV,Pinned Insight,Weekly,,,PRIVATE,Business_Rule_Based_Call_Awareness
4067279049164878a1e6f8697d4b288f,CALL_AWARENESS_1a,CALL_AWARENESS_1a,LLY3_CMRCL_UKCA,Pinned Insight,Weekly,,,PRIVATE,Business_Rule_Based_Call_Awareness
1bfcb578c400455fbc08d53c3d943f8d,CALL_AWARENESS_1b,CALL_AWARENESS_1b,LLY3_CMRCL_UKCA,Pinned Insight,Weekly,,,PRIVATE,Business_Rule_Based_Call_Awareness
4067279049164878a1e6f8697d4b288f,CALL_AWARENESS_1a,CALL_AWARENESS_1a,LLY3_CMRCL_UKCB,Pinned Insight,Weekly,,,PRIVATE,Business_Rule_Based_Call_Awareness
1bfcb578c400455fbc08d53c3d943f8d,CALL_AWARENESS_1b,CALL_AWARENESS_1b,LLY3_CMRCL_UKCB,Pinned Insight,Weekly,,,PRIVATE,Business_Rule_Based_Call_Awareness
4067279049164878a1e6f8697d4b288f,CALL_AWARENESS_1a,CALL_AWARENESS_1a,LLY3_CMRCL_UKCO,Pinned Insight,Weekly,,,PRIVATE,Business_Rule_Based_Call_Awareness
1bfcb578c400455fbc08d53c3d943f8d,CALL_AWARENESS_1b,CALL_AWARENESS_1b,LLY3_CMRCL_UKCO,Pinned Insight,Weekly,,,PRIVATE,Business_Rule_Based_Call_Awareness
e8761a2724264b0e9eed0400e16f4e7e,CLM_CONTENT_VAE,CLM_CONTENT_VAE,LLY3_CMRCL_DEDV,Send a VAE,Weekly,,,,Customer_Engagement_Journey
0592bd5407db401aa6fb32390e2ab7af,SalesDynamics_7A,SalesDynamics_7A,LLY3_CMRCL_ITFJ,Pinned Insight,Weekly,,,PRIVATE,Sales_and_Competitive_Dynamics_based
0592bd5407db401aa6fb32390e2ab7af,SalesDynamics_7A,SalesDynamics_7A,LLY3_CMRCL_ITAH,Pinned Insight,Weekly,,,PRIVATE,Sales_and_Competitive_Dynamics_based
fbecca15a34748908cd85a9f8c73597c,SalesDynamics_7D,SalesDynamics_7D,LLY3_CMRCL_ITFJ,Pinned Insight,Weekly,,,PRIVATE,Sales_and_Competitive_Dynamics_based
fbecca15a34748908cd85a9f8c73597c,SalesDynamics_7D,SalesDynamics_7D,LLY3_CMRCL_ITAH,Pinned Insight,Weekly,,,PRIVATE,Sales_and_Competitive_Dynamics_based
66325e13a9ff4be8a67a27bdb3645691,Rep_and_digital_1,Rep_and_digital_1,LLY3_CMRCL_UKCW,Send a VAE,Weekly,,,,Rep_and_Digital_Channel_Harmonization_based
a47d7b2e28ca460eaca0cccbbacfe0b1,Rep_and_digital_2,Rep_and_digital_2,LLY3_CMRCL_UKCW,Send a VAE,Weekly,,,,Rep_and_Digital_Channel_Harmonization_based
64176154d6274a1a9bd3c966b2ecf31d,Consent_Opt_Out,Consent_Opt_Out,LLY3_CMRCL_UKCW,Pinned Insight,Monthly,,,PRIVATE,Consent_Status
37c15a70fff24df4b5fcd82eec0c14a0,CEI_1_C,CEI_1_C,LLY3_CMRCL_UKCW,Schedule a Call,Weekly,,,PRIVATE,Arrest_Customer_Engagement_Incline_Decline
bff7aa319ae2478d8c7c50e809d67422,CEI_1_CE,CEI_1_CE,LLY3_CMRCL_UKCW,Schedule a Call,Weekly,,,PRIVATE,Arrest_Customer_Engagement_Incline_Decline
a8f50540b6314a8ead2b769ff56219ed,CEI_1_CV,CEI_1_CV,LLY3_CMRCL_UKCW,Schedule a Call,Weekly,,,PRIVATE,Arrest_Customer_Engagement_Incline_Decline
2c05d28bbbd24d20b04e8b6a5953f0f6,CEI_1_CVE,CEI_1_CVE,LLY3_CMRCL_UKCW,Schedule a Call,Weekly,,,PRIVATE,Arrest_Customer_Engagement_Incline_Decline
a5076cfcb63d4d85b1411d86f6a1a1dd,CEI_1_E,CEI_1_E,LLY3_CMRCL_UKCW,Schedule a Call,Weekly,,,PRIVATE,Arrest_Customer_Engagement_Incline_Decline
1197a4167def484091cb7639899c1708,CEI_1_V,CEI_1_V,LLY3_CMRCL_UKCW,Schedule a Call,Weekly,,,PRIVATE,Arrest_Customer_Engagement_Incline_Decline
9d392069016f40289e8b93f7cf77a99b,CEI_1_VE,CEI_1_VE,LLY3_CMRCL_UKCW,Schedule a Call,Weekly,,,PRIVATE,Arrest_Customer_Engagement_Incline_Decline
fd0de8e61e584d179e7d859662c6303b,SalesDynamics_4,SalesDynamics_4,LLY3_CMRCL_UKCW,Schedule a Call,Weekly,,,,Sales_and_Competitive_Dynamics_based
0592bd5407db401aa6fb32390e2ab7af,SalesDynamics_7A,SalesDynamics_7A,LLY3_CMRCL_UKCW,Pinned Insight,Weekly,,,PRIVATE,Sales_and_Competitive_Dynamics_based
160536a1a3b147d19aa0fe6797b50f77,SalesDynamics_7B,SalesDynamics_7B,LLY3_CMRCL_UKCW,Pinned Insight,Weekly,,,PRIVATE,Sales_and_Competitive_Dynamics_based
4a79ca70ed444cb3a4f1035281c3dd64,SalesDynamics_7C,SalesDynamics_7C,LLY3_CMRCL_UKCW,Pinned Insight,Weekly,,,PRIVATE,Sales_and_Competitive_Dynamics_based
234b4cc6f5824a5eb6bef361402113e7,Missing_Consent_Status,Missing_Consent_Status,LLY3_CMRCL_FRBQ,Pinned Insight,Weekly,,,PRIVATE,Consent_Status
64176154d6274a1a9bd3c966b2ecf31d,Consent_Opt_Out,Consent_Opt_Out,LLY3_CMRCL_FRBQ,Pinned Insight,Monthly,,,PRIVATE,Consent_Status
234b4cc6f5824a5eb6bef361402113e7,Missing_Consent_Status,Missing_Consent_Status,LLY3_CMRCL_FRBO,Pinned Insight,Weekly,,,PRIVATE,Consent_Status
64176154d6274a1a9bd3c966b2ecf31d,Consent_Opt_Out,Consent_Opt_Out,LLY3_CMRCL_FRBO,Pinned Insight,Monthly,,,PRIVATE,Consent_Status
234b4cc6f5824a5eb6bef361402113e7,Missing_Consent_Status,Missing_Consent_Status,LLY3_CMRCL_FRCC,Pinned Insight,Weekly,,,PRIVATE,Consent_Status
64176154d6274a1a9bd3c966b2ecf31d,Consent_Opt_Out,Consent_Opt_Out,LLY3_CMRCL_FRCC,Pinned Insight,Monthly,,,PRIVATE,Consent_Status
6d14e6b8540b43319b4957b3f087c3e1,LillyApp_1a,LillyApp_1a,LLY3_CMRCL_ITAH,Schedule a Call,Weekly,,,PRIVATE,LILLYAAP_BASED_SUGGESTION
6d14e6b8540b43319b4957b3f087c3e1,LillyApp_1a,LillyApp_1a,LLY3_CMRCL_ITFJ,Schedule a Call,Weekly,,,PRIVATE,LILLYAAP_BASED_SUGGESTION
201251b15b4645dcbee3b2f9833665c2,LillyApp_1b,LillyApp_1b,LLY3_CMRCL_ITAH,Insight,Weekly,,,PRIVATE,LILLYAAP_BASED_SUGGESTION
201251b15b4645dcbee3b2f9833665c2,LillyApp_1b,LillyApp_1b,LLY3_CMRCL_ITFJ,Insight,Weekly,,,PRIVATE,LILLYAAP_BASED_SUGGESTION
a332c3aa352347b9b196d1e7d564b2f3,LillyApp_2,LillyApp_2,LLY3_CMRCL_ITAH,Pinned Insight,Weekly,,,PRIVATE,LILLYAAP_BASED_SUGGESTION
a332c3aa352347b9b196d1e7d564b2f3,LillyApp_2,LillyApp_2,LLY3_CMRCL_ITFJ,Pinned Insight,Weekly,,,PRIVATE,LILLYAAP_BASED_SUGGESTION
2705345c25ed47b38a7059e1f4ee4b57,LillyApp_3,LillyApp_3,LLY3_CMRCL_ITAH,Pinned Insight,Weekly,,,PRIVATE,LILLYAAP_BASED_SUGGESTION
2705345c25ed47b38a7059e1f4ee4b57,LillyApp_3,LillyApp_3,LLY3_CMRCL_ITFJ,Pinned Insight,Weekly,,,PRIVATE,LILLYAAP_BASED_SUGGESTION
66325e13a9ff4be8a67a27bdb3645691,Rep_and_digital_1,Rep_and_digital_1,LLY3_CMRCL_ITAL,Send a VAE,Weekly,,,,Rep_and_Digital_Channel_Harmonization_based
e8761a2724264b0e9eed0400e16f4e7e,CLM_CONTENT_VAE,CLM_CONTENT_VAE,LLY3_CMRCL_ITAL,Send a VAE,Weekly,,,,Customer_Engagement_Journey
37c15a70fff24df4b5fcd82eec0c14a0,CEI_1_C,CEI_1_C,LLY3_CMRCL_ITAL,Schedule a Call,Weekly,,,PRIVATE,Arrest_Customer_Engagement_Incline_Decline
bff7aa319ae2478d8c7c50e809d67422,CEI_1_CE,CEI_1_CE,LLY3_CMRCL_ITAL,Schedule a Call,Weekly,,,PRIVATE,Arrest_Customer_Engagement_Incline_Decline
a8f50540b6314a8ead2b769ff56219ed,CEI_1_CV,CEI_1_CV,LLY3_CMRCL_ITAL,Schedule a Call,Weekly,,,PRIVATE,Arrest_Customer_Engagement_Incline_Decline
2c05d28bbbd24d20b04e8b6a5953f0f6,CEI_1_CVE,CEI_1_CVE,LLY3_CMRCL_ITAL,Schedule a Call,Weekly,,,PRIVATE,Arrest_Customer_Engagement_Incline_Decline
a5076cfcb63d4d85b1411d86f6a1a1dd,CEI_1_E,CEI_1_E,LLY3_CMRCL_ITAL,Schedule a Call,Weekly,,,PRIVATE,Arrest_Customer_Engagement_Incline_Decline
1197a4167def484091cb7639899c1708,CEI_1_V,CEI_1_V,LLY3_CMRCL_ITAL,Schedule a Call,Weekly,,,PRIVATE,Arrest_Customer_Engagement_Incline_Decline
9d392069016f40289e8b93f7cf77a99b,CEI_1_VE,CEI_1_VE,LLY3_CMRCL_ITAL,Schedule a Call,Weekly,,,PRIVATE,Arrest_Customer_Engagement_Incline_Decline
234b4cc6f5824a5eb6bef361402113e7,Missing_Consent_Status,Missing_Consent_Status,LLY3_CMRCL_DEDY,Pinned Insight,Weekly,,,PRIVATE,Consent_Status
64176154d6274a1a9bd3c966b2ecf31d,Consent_Opt_Out,Consent_Opt_Out,LLY3_CMRCL_DEDY,Pinned Insight,Monthly,,,PRIVATE,Consent_Status
37c15a70fff24df4b5fcd82eec0c14a0,CEI_1_C,CEI_1_C,LLY3_CMRCL_ITAL,Schedule a Call,Weekly,,,PRIVATE,Arrest_Customer_Engagement_Incline_Decline
bff7aa319ae2478d8c7c50e809d67422,CEI_1_CE,CEI_1_CE,LLY3_CMRCL_ITAL,Schedule a Call,Weekly,,,PRIVATE,Arrest_Customer_Engagement_Incline_Decline
a8f50540b6314a8ead2b769ff56219ed,CEI_1_CV,CEI_1_CV,LLY3_CMRCL_ITAL,Schedule a Call,Weekly,,,PRIVATE,Arrest_Customer_Engagement_Incline_Decline
2c05d28bbbd24d20b04e8b6a5953f0f6,CEI_1_CVE,CEI_1_CVE,LLY3_CMRCL_ITAL,Schedule a Call,Weekly,,,PRIVATE,Arrest_Customer_Engagement_Incline_Decline
a5076cfcb63d4d85b1411d86f6a1a1dd,CEI_1_E,CEI_1_E,LLY3_CMRCL_ITAL,Schedule a Call,Weekly,,,PRIVATE,Arrest_Customer_Engagement_Incline_Decline
1197a4167def484091cb7639899c1708,CEI_1_V,CEI_1_V,LLY3_CMRCL_ITAL,Schedule a Call,Weekly,,,PRIVATE,Arrest_Customer_Engagement_Incline_Decline
9d392069016f40289e8b93f7cf77a99b,CEI_1_VE,CEI_1_VE,LLY3_CMRCL_ITAL,Schedule a Call,Weekly,,,PRIVATE,Arrest_Customer_Engagement_Incline_Decline
37c15a70fff24df4b5fcd82eec0c14a0,CEI_1_C,CEI_1_C,LLY3_CMRCL_ESCR,Schedule a Call,Weekly,,,PRIVATE,Arrest_Customer_Engagement_Incline_Decline
bff7aa319ae2478d8c7c50e809d67422,CEI_1_CE,CEI_1_CE,LLY3_CMRCL_ESCR,Schedule a Call,Weekly,,,PRIVATE,Arrest_Customer_Engagement_Incline_Decline
a8f50540b6314a8ead2b769ff56219ed,CEI_1_CV,CEI_1_CV,LLY3_CMRCL_ESCR,Schedule a Call,Weekly,,,PRIVATE,Arrest_Customer_Engagement_Incline_Decline
2c05d28bbbd24d20b04e8b6a5953f0f6,CEI_1_CVE,CEI_1_CVE,LLY3_CMRCL_ESCR,Schedule a Call,Weekly,,,PRIVATE,Arrest_Customer_Engagement_Incline_Decline
a5076cfcb63d4d85b1411d86f6a1a1dd,CEI_1_E,CEI_1_E,LLY3_CMRCL_ESCR,Schedule a Call,Weekly,,,PRIVATE,Arrest_Customer_Engagement_Incline_Decline
1197a4167def484091cb7639899c1708,CEI_1_V,CEI_1_V,LLY3_CMRCL_ESCR,Schedule a Call,Weekly,,,PRIVATE,Arrest_Customer_Engagement_Incline_Decline
9d392069016f40289e8b93f7cf77a99b,CEI_1_VE,CEI_1_VE,LLY3_CMRCL_ESCR,Schedule a Call,Weekly,,,PRIVATE,Arrest_Customer_Engagement_Incline_Decline
4067279049164878a1e6f8697d4b288f,CALL_AWARENESS_1a,CALL_AWARENESS_1a,LLY3_CMRCL_ESCQ,Pinned Insight,Weekly,,,PRIVATE,Business_Rule_Based_Call_Awareness
1bfcb578c400455fbc08d53c3d943f8d,CALL_AWARENESS_1b,CALL_AWARENESS_1b,LLY3_CMRCL_ESCQ,Pinned Insight,Weekly,,,PRIVATE,Business_Rule_Based_Call_Awareness
4067279049164878a1e6f8697d4b288f,CALL_AWARENESS_1a,CALL_AWARENESS_1a,LLY3_CMRCL_ESCR,Pinned Insight,Weekly,,,PRIVATE,Business_Rule_Based_Call_Awareness
1bfcb578c400455fbc08d53c3d943f8d,CALL_AWARENESS_1b,CALL_AWARENESS_1b,LLY3_CMRCL_ESCR,Pinned Insight,Weekly,,,PRIVATE,Business_Rule_Based_Call_Awareness
4067279049164878a1e6f8697d4b288f,CALL_AWARENESS_1a,CALL_AWARENESS_1a,LLY3_CMRCL_ITAL,Pinned Insight,Weekly,,,PRIVATE,Business_Rule_Based_Call_Awareness
1bfcb578c400455fbc08d53c3d943f8d,CALL_AWARENESS_1b,CALL_AWARENESS_1b,LLY3_CMRCL_ITAL,Pinned Insight,Weekly,,,PRIVATE,Business_Rule_Based_Call_Awareness
4067279049164878a1e6f8697d4b288f,CALL_AWARENESS_1a,CALL_AWARENESS_1a,LLY3_CMRCL_ITAM,Pinned Insight,Weekly,,,PRIVATE,Business_Rule_Based_Call_Awareness
1bfcb578c400455fbc08d53c3d943f8d,CALL_AWARENESS_1b,CALL_AWARENESS_1b,LLY3_CMRCL_ITAM,Pinned Insight,Weekly,,,PRIVATE,Business_Rule_Based_Call_Awareness
4067279049164878a1e6f8697d4b288f,CALL_AWARENESS_1a,CALL_AWARENESS_1a,LLY3_CMRCL_FRBO,Pinned Insight,Weekly,,,PRIVATE,Business_Rule_Based_Call_Awareness
1bfcb578c400455fbc08d53c3d943f8d,CALL_AWARENESS_1b,CALL_AWARENESS_1b,LLY3_CMRCL_FRBO,Pinned Insight,Weekly,,,PRIVATE,Business_Rule_Based_Call_Awareness
4067279049164878a1e6f8697d4b288f,CALL_AWARENESS_1a,CALL_AWARENESS_1a,LLY3_CMRCL_FRBQ,Pinned Insight,Weekly,,,PRIVATE,Business_Rule_Based_Call_Awareness
1bfcb578c400455fbc08d53c3d943f8d,CALL_AWARENESS_1b,CALL_AWARENESS_1b,LLY3_CMRCL_FRBQ,Pinned Insight,Weekly,,,PRIVATE,Business_Rule_Based_Call_Awareness
6b233d302b8f45ffadf93a8b1884f2e4,CEJ_LAUNCH_VAE,CEJ_LAUNCH_VAE,LLY3_CMRCL_ITAM,Send a VAE,Weekly,,,PRIVATE,Customer_Engagement_Journey
086889d7fbb44c6aa097d6e730f57714,CEJ_HQ_EMAIL_INITIAL_1,CEJ_HQ_EMAIL_INITIAL_1,LLY3_CMRCL_ITAM,HQ Email,Weekly,,,PRIVATE,Customer_Engagement_Journey
d8885cf31d964887871d5e5d1d2e0e6f,CEJ_LP_CLICK_INSIGHT,CEJ_LP_CLICK_INSIGHT,LLY3_CMRCL_ITAM,Pinned Insight,Weekly,,,PRIVATE,Customer_Engagement_Journey
8f9201804a3c4b16b00ee66c066a0001,CEJ_HQ_ENGAGE_CALL,CEJ_HQ_ENGAGE_CALL,LLY3_CMRCL_ITAM,Schedule a Call,Weekly,,,PRIVATE,Customer_Engagement_Journey
938e2238696c4553af81ebc2b18842ac,CEJ_HQ_ENGAGE_INSIGHT,CEJ_HQ_ENGAGE_INSIGHT,LLY3_CMRCL_ITAM,Pinned Insight,Weekly,,,PRIVATE,Customer_Engagement_Journey
fec1d4cda41f4548a87fa00a27db10d9,CEJ_VAE_ENGAGE_CALL,CEJ_VAE_ENGAGE_CALL,LLY3_CMRCL_ITAM,Schedule a Call,Weekly,,,PRIVATE,Customer_Engagement_Journey
0d60a199ecf043a2b31a2a6e62a6aa7f,CEJ_VAE_ENGAGE_INSIGHT,CEJ_VAE_ENGAGE_INSIGHT,LLY3_CMRCL_ITAM,Pinned Insight,Weekly,,,PRIVATE,Customer_Engagement_Journey
